客户ID,产品名称,交易类型,产品ID,产品成本,利润,单价,年份,订单数量,销售区域ID,销售金额
16588,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,10,34.99
16588,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2016.0,1,10,2319.99
16588,旅行自行车,1.0,576.0,1481.9379,902.1321,2384.07,2016.0,1,10,2384.07
16588,车胎和内胎,1.0,534.0,6.916224999999999,11.576274999999999,18.492499999999996,2016.0,1,10,18.492499999999996
16589,公路自行车,1.0,369.0,1518.7864,924.5636,2443.35,2014.0,1,10,2443.35
16589,头盔,3.0,217.0,13.0863,21.9037,34.99,2016.0,1,10,34.99
16589,山地自行车,2.0,357.0,1265.6195,1054.3705,2319.99,2016.0,1,10,2319.99
16589,旅行自行车,3.0,564.0,1481.9379,902.1321,2384.07,2016.0,1,10,2384.07
16589,自行车支架,2.0,486.0,59.466,99.53399999999999,159.0,2016.0,1,10,159.0
16589,车胎和内胎,2.0,480.0,0.8565,1.4335,2.29,2016.0,1,10,2.29
16590,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,10,34.99
16590,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,10,8.99
16590,短裤,1.0,476.0,26.1763,43.8137,69.99,2015.0,1,10,69.99
16590,车胎和内胎,1.0,530.0,1.8663,3.1237,4.99,2016.0,1,10,4.99
16590,骑行服,1.0,234.0,38.4923,11.4977,49.99,2015.0,1,10,49.99
16591,帽子,3.0,225.0,6.9223,2.0677,8.99,2016.0,1,10,8.99
16591,短裤,3.0,474.0,26.1763,43.8137,69.99,2016.0,1,10,69.99
16591,车胎和内胎,1.0,530.0,1.8663,3.1237,4.99,2015.0,1,10,4.99
16591,骑行服,3.0,491.0,41.5723,12.4177,53.99,2016.0,1,10,53.99
16592,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,7,34.99
16592,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,7,19.995
16593,手套,1.0,465.0,9.1593,15.3307,24.49,2015.0,1,10,24.49
16593,短裤,1.0,475.0,26.1763,43.8137,69.99,2015.0,1,10,69.99
16593,车胎和内胎,1.0,505.0,1.3614000000000002,2.2786,3.64,2015.0,1,10,3.64
16594,公路自行车,1.0,368.0,1518.7864,924.5636,2443.35,2014.0,1,10,2443.35
16594,头盔,1.0,215.5,13.0863,21.9037,34.99,2016.0,1,10,34.99
16594,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2016.0,1,10,2319.99
16594,旅行自行车,1.0,576.0,1481.9379,902.1321,2384.07,2016.0,1,10,2384.07
16594,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,10,6.99
16595,公路自行车,1.0,373.0,1320.6838,860.8787,2181.5625,2014.0,1,10,2181.5625
16595,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2016.0,1,10,2294.99
16595,手套,1.0,465.0,9.1593,15.3307,24.49,2016.0,1,10,24.49
16595,旅行自行车,1.0,564.0,1481.9379,902.1321,2384.07,2016.0,1,10,2384.07
16595,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,10,6.99
16595,车胎和内胎,1.0,480.0,0.8565,1.4335,2.29,2016.0,1,10,2.29
16596,公路自行车,1.0,375.0,1320.6838,860.8787,2181.5625,2015.0,1,7,2181.5625
16596,山地自行车,3.0,363.0,1251.9813,1043.0087,2294.99,2016.0,1,7,2294.99
16596,水壶和水壶架,3.0,478.0,3.7363,6.2537,9.99,2016.0,1,7,9.99
16597,背心,1.0,473.0,23.749000000000002,39.751,63.5,2015.0,1,8,63.5
16597,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,8,19.995
16598,公路自行车,2.0,368.0,1518.7864,924.5636,2443.35,2014.0,1,10,2443.35
16598,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,10,2294.99
16598,旅行自行车,1.0,562.0,1481.9379,902.1321,2384.07,2016.0,1,10,2384.07
16598,袜子,1.0,482.0,3.3623,5.6277,8.99,2016.0,1,10,8.99
16599,手套,3.0,463.0,9.1593,15.3307,24.49,2015.0,1,10,24.49
16599,短裤,3.0,476.0,26.1763,43.8137,69.99,2015.0,1,10,69.99
16599,车胎和内胎,1.0,530.0,1.8663,3.1237,4.99,2016.0,1,10,4.99
16599,骑行服,3.0,237.0,38.4923,11.4977,49.99,2015.0,1,10,49.99
16600,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,7,34.99
16600,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,7,19.995
16600,骑行服,1.0,234.0,38.4923,11.4977,49.99,2015.0,1,7,49.99
16601,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,10,8.99
16601,短裤,1.0,476.0,26.1763,43.8137,69.99,2015.0,1,10,69.99
16601,车胎和内胎,1.0,505.0,1.3614000000000002,2.2786,3.64,2016.0,1,10,3.64
16602,短裤,1.0,475.0,26.1763,43.8137,69.99,2016.0,1,10,69.99
16602,车胎和内胎,3.0,505.0,1.3614000000000002,2.2786,3.64,2016.0,1,10,3.64
16603,公路自行车,1.0,373.0,1320.6838,860.8787,2181.5625,2015.0,1,8,2181.5625
16603,头盔,1.0,219.5,13.0863,21.9037,34.99,2015.5,1,8,34.99
16603,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2016.0,1,8,2319.99
16603,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,8,8.99
16603,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,8,21.98
16603,旅行自行车,1.0,564.0,1481.9379,902.1321,2384.07,2015.0,1,8,2384.07
16603,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,8,6.99
16604,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,8,34.99
16604,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,8,21.98
16605,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16605,车胎和内胎,1.0,516.0,3.8983666666666665,6.524966666666667,10.423333333333332,2015.3333333333333,1,9,10.423333333333332
16606,车胎和内胎,1.5,509.0,6.280425,10.512075000000001,16.7925,2016.0,1,9,16.7925
16607,公路自行车,2.0,311.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16607,山地自行车,1.0,361.0,1251.9813,1043.0087,2294.99,2016.0,1,9,2294.99
16607,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,9,21.98
16607,车胎和内胎,1.0,480.0,0.8565,1.4335,2.29,2016.0,1,9,2.29
16608,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
16608,车胎和内胎,1.0,535.0,8.300333333333333,13.893,22.19333333333333,2015.3333333333333,1,9,22.19333333333333
16609,头盔,2.0,214.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
16609,水壶和水壶架,2.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
16609,背心,2.0,472.0,23.749000000000002,39.751,63.5,2015.0,1,9,63.5
16609,自行车支架,2.0,486.0,59.466,99.53399999999999,159.0,2015.0,1,9,159.0
16609,车胎和内胎,2.0,533.25,6.691825,11.200675,17.8925,2015.0,1,9,17.8925
16610,车胎和内胎,1.6666666666666667,534.6666666666666,8.424999999999999,14.101666666666667,22.526666666666667,2015.0,1,9,22.526666666666667
16611,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
16611,车胎和内胎,1.0,534.6666666666666,8.424999999999999,14.101666666666667,22.526666666666667,2015.3333333333333,1,9,22.526666666666667
16612,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16612,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16613,头盔,3.0,222.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16613,手套,3.0,465.0,9.1593,15.3307,24.49,2016.0,1,9,24.49
16613,车胎和内胎,2.0,521.0,6.532875,10.934625,17.467499999999998,2015.5,1,9,17.467499999999998
16614,车胎和内胎,1.0,513.0,5.3228,8.909200000000002,14.232000000000003,2016.0,1,9,14.232000000000003
16615,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
16615,车胎和内胎,1.0,522.6,5.52476,9.247240000000001,14.772,2015.0,1,9,14.772
16616,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16616,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,9,2294.99
16616,车胎和内胎,1.0,515.0,5.270933333333334,8.8224,14.093333333333334,2016.0,1,9,14.093333333333334
16617,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
16617,车胎和内胎,1.0,533.25,6.691825,11.200675,17.8925,2015.5,1,9,17.8925
16617,骑行服,1.0,489.0,41.5723,12.4177,53.99,2016.0,1,9,53.99
16618,车胎和内胎,1.5,515.5,4.746716666666667,7.944950000000001,12.691666666666668,2016.0,1,9,12.691666666666668
16619,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
16619,车胎和内胎,1.0,538.0,11.70435,19.59065,31.295,2015.5,1,9,31.295
16620,公路自行车,3.0,312.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16620,山地自行车,3.0,361.0,1251.9813,1043.0087,2294.99,2016.0,1,9,2294.99
16620,挡泥板,3.0,485.0,8.2205,13.7595,21.98,2016.0,1,9,21.98
16621,车胎和内胎,1.0,522.6,5.52476,9.247240000000001,14.772,2016.0,1,9,14.772
16622,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16622,车胎和内胎,2.0,533.25,6.691825,11.200675,17.8925,2016.0,1,9,17.8925
16623,公路自行车,2.0,312.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16623,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16623,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16623,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,9,19.995
16624,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16624,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16624,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,9,19.995
16625,清洁剂,2.0,484.0,2.9733,4.9767,7.95,2016.0,1,9,7.95
16625,车胎和内胎,1.6,522.6,5.52476,9.247240000000001,14.772,2015.6,1,9,14.772
16626,车胎和内胎,1.0,533.25,6.691825,11.200675,17.8925,2015.0,1,9,17.8925
16627,车胎和内胎,1.0,518.6666666666666,8.0884,13.538266666666667,21.62666666666667,2015.0,1,9,21.62666666666667
16628,挂架,3.0,483.0,44.88,75.12,120.0,2016.0,1,9,120.0
16628,车胎和内胎,1.6666666666666667,534.6666666666666,8.424999999999999,14.101666666666667,22.526666666666667,2016.0,1,9,22.526666666666667
16629,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16629,山地自行车,3.0,353.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16629,车胎和内胎,3.0,537.0,13.09,21.91,35.0,2016.0,1,9,35.0
16630,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16630,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16630,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16630,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,9,19.995
16631,公路自行车,1.0,313.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16631,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16631,车胎和内胎,1.0,480.0,0.8565,1.4335,2.29,2016.0,1,9,2.29
16632,车胎和内胎,1.0,521.25,6.439375,10.778125000000001,17.2175,2016.0,1,9,17.2175
16633,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16633,车胎和内胎,1.0,535.0,8.300333333333333,13.893,22.19333333333333,2016.0,1,9,22.19333333333333
16634,头盔,3.0,217.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16634,车胎和内胎,2.0,533.25,6.691825,11.200675,17.8925,2016.0,1,9,17.8925
16635,手套,3.0,467.0,9.1593,15.3307,24.49,2016.0,1,9,24.49
16635,水袋背包,3.0,487.0,20.5663,34.4237,54.99,2016.0,1,9,54.99
16635,清洁剂,3.0,484.0,2.9733,4.9767,7.95,2016.0,1,9,7.95
16635,车胎和内胎,1.8,522.6,5.52476,9.24724,14.772,2015.4,1,9,14.772
16636,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16636,头盔,3.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16636,山地自行车,3.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,9,2294.99
16636,手套,3.0,465.0,9.1593,15.3307,24.49,2016.0,1,9,24.49
16637,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16637,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16637,车胎和内胎,1.0,480.0,0.8565,1.4335,2.29,2016.0,1,9,2.29
16638,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16638,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16638,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,9,21.98
16638,骑行服,1.0,489.0,41.5723,12.4177,53.99,2016.0,1,9,53.99
16639,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16639,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16639,水壶和水壶架,1.0,478.0,3.7363,6.2537,9.99,2016.0,1,9,9.99
16640,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
16640,车胎和内胎,1.0,534.6666666666666,8.424999999999999,14.101666666666667,22.526666666666667,2015.3333333333333,1,9,22.526666666666667
16641,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
16641,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,4,2294.99
16641,手套,1.0,463.0,9.1593,15.3307,24.49,2016.0,1,4,24.49
16641,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,4,21.98
16641,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,4,7.49
16642,头盔,3.0,217.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
16642,水壶和水壶架,3.0,477.0,1.8663,3.1237,4.99,2016.0,1,1,4.99
16643,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,6,34.99
16643,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,6,21.98
16643,短裤,1.0,475.0,26.1763,43.8137,69.99,2015.0,1,6,69.99
16644,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2016.0,1,4,4.99
16645,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2016.0,1,4,2319.99
16645,车胎和内胎,1.0,508.5,6.97325,11.67175,18.645,2016.0,1,4,18.645
16646,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,6,34.99
16646,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,6,8.99
16646,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,6,21.98
16646,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,6,7.49
16646,短裤,1.0,475.0,26.1763,43.8137,69.99,2016.0,1,6,69.99
16646,骑行服,1.0,231.0,38.4923,11.4977,49.99,2016.0,1,6,49.99
16647,水壶和水壶架,2.0,477.0,1.8663,3.1237,4.99,2016.0,1,4,4.99
16647,骑行服,2.0,237.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
16648,水壶和水壶架,3.0,477.0,1.8663,3.1237,4.99,2016.0,1,4,4.99
16648,车胎和内胎,3.0,480.0,0.8565,1.4335,2.29,2016.0,1,4,2.29
16649,帽子,2.0,225.0,6.9223,2.0677,8.99,2016.0,1,6,8.99
16649,挡泥板,2.0,485.0,8.2205,13.7595,21.98,2016.0,1,6,21.98
16649,水壶和水壶架,2.0,477.5,2.8013,4.6887,7.49,2016.0,1,6,7.49
16649,短裤,1.0,475.0,26.1763,43.8137,69.99,2016.0,1,6,69.99
16650,水壶和水壶架,2.0,477.0,1.8663,3.1237,4.99,2016.0,1,1,4.99
16651,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,1,8.99
16651,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2016.0,1,1,4.99
16652,头盔,2.0,214.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
16652,袜子,2.0,482.0,3.3623,5.6277,8.99,2016.0,1,4,8.99
16652,车胎和内胎,2.0,528.0,1.8663,3.1237,4.99,2016.0,1,4,4.99
16653,山地自行车,2.0,363.0,1251.9813,1043.0087,2294.99,2016.0,1,1,2294.99
16653,挡泥板,2.0,485.0,8.2205,13.7595,21.98,2016.0,1,1,21.98
16653,水袋背包,2.0,487.0,20.5663,34.4237,54.99,2016.0,1,1,54.99
16653,车胎和内胎,2.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
16654,山地自行车,2.0,361.0,1251.9813,1043.0087,2294.99,2016.0,1,6,2294.99
16654,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,6,8.99
16654,旅行自行车,1.0,586.0,461.4448,280.9052,742.35,2015.0,1,6,742.35
16654,水壶和水壶架,2.0,478.0,3.7363,6.2537,9.99,2016.0,1,6,9.99
16655,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
16655,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2016.0,1,4,4.99
16656,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16656,头盔,2.0,217.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16656,山地自行车,2.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,9,2294.99
16656,挡泥板,2.0,485.0,8.2205,13.7595,21.98,2016.0,1,9,21.98
16657,公路自行车,3.0,314.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16657,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16657,车胎和内胎,1.0,480.0,0.8565,1.4335,2.29,2016.0,1,9,2.29
16658,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16658,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2016.0,1,9,2294.99
16659,公路自行车,2.0,312.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16659,山地自行车,1.0,361.0,1251.9813,1043.0087,2294.99,2016.0,1,9,2294.99
16660,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16660,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2016.0,1,9,2319.99
16661,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16661,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16661,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,9,2294.99
16662,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16662,山地自行车,1.0,590.0,419.7784,349.7116,769.49,2015.0,1,9,769.49
16662,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
16663,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16663,山地自行车,3.0,590.0,419.7784,349.7116,769.49,2015.0,1,9,769.49
16663,短裤,3.0,475.0,26.1763,43.8137,69.99,2015.0,1,9,69.99
16663,骑行服,3.0,491.0,41.5723,12.4177,53.99,2015.0,1,9,53.99
16664,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16664,山地自行车,2.0,588.0,419.7784,349.7116,769.49,2015.0,1,9,769.49
16664,车胎和内胎,2.0,536.0,11.2163,18.7737,29.99,2015.0,1,9,29.99
16665,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,9,7.95
16665,车胎和内胎,1.6,522.6,5.52476,9.247240000000001,14.772,2016.0,1,9,14.772
16666,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,6,34.99
16666,手套,1.0,465.0,9.1593,15.3307,24.49,2016.0,1,6,24.49
16666,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,6,21.98
16666,短裤,1.0,474.0,26.1763,43.8137,69.99,2015.0,1,6,69.99
16666,骑行服,1.0,488.0,41.5723,12.4177,53.99,2015.0,1,6,53.99
16667,挡泥板,3.0,485.0,8.2205,13.7595,21.98,2016.0,1,6,21.98
16667,水壶和水壶架,2.0,478.0,3.7363,6.2537,9.99,2015.0,1,6,9.99
16667,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,6,7.95
16667,车胎和内胎,1.6666666666666667,499.3333333333333,3.2501,5.439900000000001,8.69,2016.0,1,6,8.69
16668,公路自行车,1.0,606.0,343.6496,196.3404,539.99,2015.0,1,3,539.99
16668,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,3,6.99
16668,骑行服,1.0,488.0,41.5723,12.4177,53.99,2015.0,1,3,53.99
16669,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2016.0,1,1,4.99
16670,公路自行车,1.0,372.0,1554.9479,888.4021,2443.35,2015.0,1,1,2443.35
16670,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,1,34.99
16671,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2016.0,1,1,4.99
16672,水壶和水壶架,3.0,477.0,1.8663,3.1237,4.99,2015.0,1,1,4.99
16672,车胎和内胎,3.0,480.0,0.8565,1.4335,2.29,2015.0,1,1,2.29
16673,公路自行车,1.0,378.0,1554.9479,888.4021,2443.35,2015.0,1,4,2443.35
16673,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,4,8.99
16673,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,4,6.99
16674,车胎和内胎,1.0,515.5,4.746716666666667,7.944950000000001,12.691666666666668,2015.5,1,9,12.691666666666668
16675,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16675,山地自行车,1.0,590.0,419.7784,349.7116,769.49,2015.0,1,9,769.49
16675,车胎和内胎,1.0,514.6666666666666,4.646366666666667,7.776966666666667,12.423333333333332,2015.0,1,9,12.423333333333332
16676,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
16676,水壶和水壶架,1.0,477.0,1.8663,3.1237,4.99,2016.0,1,4,4.99
16677,帽子,2.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
16677,水壶和水壶架,2.0,477.0,1.8663,3.1237,4.99,2016.0,1,4,4.99
16678,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,6,34.99
16678,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,6,2294.99
16678,旅行自行车,1.0,567.0,461.4448,280.9052,742.35,2015.0,1,6,742.35
16678,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,6,19.995
16678,骑行服,1.0,234.0,38.4923,11.4977,49.99,2016.0,1,6,49.99
16679,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
16679,车胎和内胎,1.0,533.25,6.691825,11.200675,17.8925,2015.0,1,9,17.8925
16680,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16680,车胎和内胎,1.0,521.0,6.532875,10.934625,17.4675,2016.0,1,9,17.4675
16681,车胎和内胎,2.0,521.25,6.439375,10.778125000000001,17.217499999999998,2015.5,1,9,17.217499999999998
16682,车胎和内胎,2.3333333333333335,535.0,8.300333333333333,13.893,22.19333333333333,2015.3333333333333,1,9,22.19333333333333
16683,车胎和内胎,1.75,521.0,6.532875,10.934625,17.4675,2015.25,1,9,17.4675
16684,公路自行车,3.0,311.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16684,山地自行车,1.0,592.0,308.2179,256.7721,564.99,2016.0,1,9,564.99
16684,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
16685,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16685,头盔,3.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16685,山地自行车,3.0,600.0,294.5797,245.4103,539.99,2016.0,1,9,539.99
16685,车胎和内胎,3.0,531.5,5.6063,9.383700000000001,14.989999999999998,2016.0,1,9,14.989999999999998
16686,公路自行车,2.0,310.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16686,山地自行车,3.0,600.0,294.5797,245.4103,539.99,2016.0,1,9,539.99
16686,手套,3.0,463.0,9.1593,15.3307,24.49,2016.0,1,9,24.49
16686,水壶和水壶架,3.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
16687,公路自行车,1.5,342.5,1863.1210499999997,1147.68895,3010.81,2014.0,1,9,3010.81
16687,头盔,2.0,217.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
16687,水壶和水壶架,2.0,478.0,2.6143,4.3757,6.99,2015.0,1,9,6.99
16688,公路自行车,1.0,344.5,1863.1210499999997,1147.68895,3010.81,2014.0,1,9,3010.81
16688,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
16688,手套,1.0,467.0,9.1593,15.3307,24.49,2015.0,1,9,24.49
16689,头盔,3.0,217.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16689,背心,1.0,473.0,23.749000000000002,39.751,63.5,2016.0,1,9,63.5
16689,自行车支架,1.0,486.0,59.466,99.53399999999999,159.0,2016.0,1,9,159.0
16689,车胎和内胎,2.3333333333333335,532.3333333333334,4.1103,6.8797,10.99,2016.0,1,9,10.99
16690,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16690,背心,3.0,472.0,23.749000000000002,39.751,63.5,2016.0,1,9,63.5
16690,车胎和内胎,1.6666666666666667,535.0,8.300333333333333,13.893,22.19333333333333,2016.0,1,9,22.19333333333333
16691,公路自行车,1.0,313.0,2171.2942,1406.9758,3578.27,2013.0,1,9,3578.27
16691,山地自行车,2.0,590.0,419.7784,349.7116,769.49,2015.0,1,9,769.49
16691,短裤,2.0,475.0,26.1763,43.8137,69.99,2015.0,1,9,69.99
16691,骑行服,2.0,488.0,41.5723,12.4177,53.99,2015.0,1,9,53.99
16692,车胎和内胎,1.3333333333333333,516.0,3.8983666666666665,6.524966666666667,10.423333333333334,2015.6666666666667,1,9,10.423333333333334
16693,公路自行车,1.0,344.0,1863.1210499999997,1147.68895,3010.81,2014.0,1,9,3010.81
16693,车胎和内胎,1.0,516.3333333333334,4.847066666666667,8.112933333333332,12.96,2015.0,1,9,12.96
16694,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
16694,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
16694,车胎和内胎,1.0,519.25,3.29685,5.5181499999999994,8.815,2015.25,1,9,8.815
